Year,State,District,GDP,GDPKC
2003,Karnataka,Bidar,2210.67,2.21067
2004,Karnataka,Bidar,2303.86,2.30386
2005,Karnataka,Bidar,2433.88,2.43388
1999,Karnataka,Bijapur,2706.97,2.70697
2000,Karnataka,Bijapur,2487.64,2.48764
2001,Karnataka,Bijapur,2654.26,2.65426
2002,Karnataka,Bijapur,2856.85,2.85685
2003,Karnataka,Bijapur,2805.26,2.80526
2004,Karnataka,Bijapur,3023.42,3.02342
2005,Karnataka,Bijapur,3350.47,3.35047
1999,Karnataka,Chamarajanagar,1479.89,1.47989
2000,Karnataka,Chamarajanagar,1700.84,1.70084
2001,Karnataka,Chamarajanagar,1510.96,1.51096
2002,Karnataka,Chamarajanagar,1521.4,1.5214
2003,Karnataka,Chamarajanagar,1484.6,1.4846
2004,Karnataka,Chamarajanagar,1603.68,1.60368
2005,Karnataka,Chamarajanagar,1626.72,1.62672
1999,Karnataka,Chickmagalur,2491.37,2.49137
2000,Karnataka,Chickmagalur,2415.51,2.41551
2001,Karnataka,Chickmagalur,2475,2.475
2002,Karnataka,Chickmagalur,2536.66,2.53666
2003,Karnataka,Chickmagalur,2777.05,2.77705
2004,Karnataka,Chickmagalur,3552.44,3.55244
2005,Karnataka,Chickmagalur,3821.94,3.82194
1999,Karnataka,Chitradurga,2057.89,2.05789
2000,Karnataka,Chitradurga,2296.96,2.29696
2001,Karnataka,Chitradurga,2355.51,2.35551
2002,Karnataka,Chitradurga,2553.01,2.55301
2003,Karnataka,Chitradurga,2593.43,2.59343
2004,Karnataka,Chitradurga,2769.05,2.76905
2005,Karnataka,Chitradurga,3245.26,3.24526
1999,Karnataka,Dakshina.Kannada,4861.86,4.86186
2000,Karnataka,Dakshina.Kannada,5198.9,5.1989
2001,Karnataka,Dakshina.Kannada,5862.51,5.86251
2002,Karnataka,Dakshina.Kannada,7082.56,7.08256
2003,Karnataka,Dakshina.Kannada,8441.24,8.44124
2004,Karnataka,Dakshina.Kannada,8539.69,8.53969
2005,Karnataka,Dakshina.Kannada,8927.16,8.92716
1999,Karnataka,Davangere,2692.72,2.69272
2000,Karnataka,Davangere,2773.32,2.77332
2001,Karnataka,Davangere,2813.42,2.81342
2002,Karnataka,Davangere,3169.44,3.16944
2003,Karnataka,Davangere,3176.31,3.17631
2004,Karnataka,Davangere,4045.26,4.04526
2005,Karnataka,Davangere,4413.68,4.41368
1999,Karnataka,Dharwad,3125.58,3.12558
2000,Karnataka,Dharwad,3318.65,3.31865
2001,Karnataka,Dharwad,3235.11,3.23511
2002,Karnataka,Dharwad,4118.98,4.11898
2003,Karnataka,Dharwad,4117.39,4.11739
2004,Karnataka,Dharwad,4158.28,4.15828
2005,Karnataka,Dharwad,5137.76,5.13776
1999,Karnataka,Gadag,1350.41,1.35041
2000,Karnataka,Gadag,1584.35,1.58435
2001,Karnataka,Gadag,1530.03,1.53003
2002,Karnataka,Gadag,1790.96,1.79096
2003,Karnataka,Gadag,1696.25,1.69625
2004,Karnataka,Gadag,1923.21,1.92321
2005,Karnataka,Gadag,2287.48,2.28748
1999,Karnataka,Gulbarga,4286.65,4.28665
2000,Karnataka,Gulbarga,4387.87,4.38787
2001,Karnataka,Gulbarga,4302.47,4.30247
2002,Karnataka,Gulbarga,4820.93,4.82093
2003,Karnataka,Gulbarga,5151.89,5.15189
2004,Karnataka,Gulbarga,5776.01,5.77601
2005,Karnataka,Gulbarga,6638.01,6.63801
1999,Karnataka,Hassan,2596.43,2.59643
2000,Karnataka,Hassan,2614,2.614
2001,Karnataka,Hassan,2717.94,2.71794
2002,Karnataka,Hassan,2837.12,2.83712
2003,Karnataka,Hassan,3289.23,3.28923
2004,Karnataka,Hassan,3311.76,3.31176
2005,Karnataka,Hassan,3686,3.686
1999,Karnataka,Haveri,2072.76,2.07276
2000,Karnataka,Haveri,2559.56,2.55956
2001,Karnataka,Haveri,2006.94,2.00694
2002,Karnataka,Haveri,1984.88,1.98488
2003,Karnataka,Haveri,2162.92,2.16292
2004,Karnataka,Haveri,2669.43,2.66943
2005,Karnataka,Haveri,3031.83,3.03183
1999,Karnataka,Kodagu,1605.85,1.60585
2000,Karnataka,Kodagu,1529.22,1.52922
2001,Karnataka,Kodagu,1449.66,1.44966
2002,Karnataka,Kodagu,1542.06,1.54206
2003,Karnataka,Kodagu,1414.38,1.41438
2004,Karnataka,Kodagu,2179.77,2.17977
2005,Karnataka,Kodagu,2434.89,2.43489
1999,Karnataka,Kolar,3613.33,3.61333
2000,Karnataka,Kolar,3732.32,3.73232
2001,Karnataka,Kolar,3952.8,3.9528
2002,Karnataka,Kolar,3822.43,3.82243
2003,Karnataka,Kolar,4277.51,4.27751
2004,Karnataka,Kolar,4940.71,4.94071
2005,Karnataka,Kolar,5213.64,5.21364
1999,Karnataka,Koppal,1639.93,1.63993
2000,Karnataka,Koppal,1765.71,1.76571
2001,Karnataka,Koppal,2186.22,2.18622
2002,Karnataka,Koppal,2398.98,2.39898
2003,Karnataka,Koppal,2782.19,2.78219
2004,Karnataka,Koppal,2661.14,2.66114
2005,Karnataka,Koppal,3353.39,3.35339
1999,Karnataka,Mandya,2463.43,2.46343
2000,Karnataka,Mandya,2700.54,2.70054
2001,Karnataka,Mandya,2737.71,2.73771
2002,Karnataka,Mandya,2744.63,2.74463
2003,Karnataka,Mandya,3076.32,3.07632
2004,Karnataka,Mandya,3256.27,3.25627
2005,Karnataka,Mandya,3447.66,3.44766
1999,Karnataka,Mysore,4782.99,4.78299
2000,Karnataka,Mysore,5743.76,5.74376
2001,Karnataka,Mysore,5665.89,5.66589
2002,Karnataka,Mysore,5992.26,5.99226
2003,Karnataka,Mysore,6331.79,6.33179
2004,Karnataka,Mysore,7197.35,7.19735
2005,Karnataka,Mysore,7847.94,7.84794
1999,Karnataka,Raichur,2028,2.028
2000,Karnataka,Raichur,2035.09,2.03509
2001,Karnataka,Raichur,2004.18,2.00418
2002,Karnataka,Raichur,2238.58,2.23858
2003,Karnataka,Raichur,2501.48,2.50148
2004,Karnataka,Raichur,2741.61,2.74161
2005,Karnataka,Raichur,3261.6,3.2616
1999,Karnataka,Shimoga,3084.6,3.0846
2000,Karnataka,Shimoga,3257.89,3.25789
2001,Karnataka,Shimoga,3132.52,3.13252
2002,Karnataka,Shimoga,3440.5,3.4405
2003,Karnataka,Shimoga,3593.32,3.59332
2004,Karnataka,Shimoga,3896.92,3.89692
2005,Karnataka,Shimoga,4260.01,4.26001
1999,Karnataka,Tumkur,3588.97,3.58897
2000,Karnataka,Tumkur,4155.19,4.15519
2001,Karnataka,Tumkur,3844.96,3.84496
2002,Karnataka,Tumkur,4145.28,4.14528
2003,Karnataka,Tumkur,4243.51,4.24351
2004,Karnataka,Tumkur,4727.76,4.72776
2005,Karnataka,Tumkur,5359.49,5.35949
1999,Karnataka,Udupi,2244.65,2.24465
2000,Karnataka,Udupi,2557.72,2.55772
2001,Karnataka,Udupi,2639.67,2.63967
2002,Karnataka,Udupi,3049.65,3.04965
2003,Karnataka,Udupi,3255.55,3.25555
2004,Karnataka,Udupi,3273.7,3.2737
2005,Karnataka,Udupi,3538.96,3.53896
1999,Karnataka,Uttara.Kannada,2454.71,2.45471
2000,Karnataka,Uttara.Kannada,2303.11,2.30311
2001,Karnataka,Uttara.Kannada,2580.54,2.58054
2002,Karnataka,Uttara.Kannada,2520.01,2.52001
2003,Karnataka,Uttara.Kannada,2873.94,2.87394
2004,Karnataka,Uttara.Kannada,3068.42,3.06842
2005,Karnataka,Uttara.Kannada,3419.52,3.41952
1999,Kerala,Alappuzha,4533.9,4.5339
2000,Kerala,Alappuzha,4809.06,4.80906
2001,Kerala,Alappuzha,5117.62,5.11762
2002,Kerala,Alappuzha,5648.64,5.64864
2003,Kerala,Alappuzha,6203.45,6.20345
2004,Kerala,Alappuzha,6940.11,6.94011
2005,Kerala,Alappuzha,7853.29,7.85329
2006,Kerala,Alappuzha,8954.97,8.95497
1999,Kerala,Ernakulam,9562.42,9.56242
2000,Kerala,Ernakulam,10193.04,10.19304
2001,Kerala,Ernakulam,10892.15,10.89215
2002,Kerala,Ernakulam,12149.59,12.14959
2003,Kerala,Ernakulam,13640.93,13.64093
2004,Kerala,Ernakulam,15445.53,15.44553
2005,Kerala,Ernakulam,17561.76,17.56176
2006,Kerala,Ernakulam,20289.17,20.28917
1999,Kerala,Idukki,2958.33,2.95833
2000,Kerala,Idukki,3276.72,3.27672
2001,Kerala,Idukki,3493.5,3.4935
2002,Kerala,Idukki,3762.37,3.76237
2003,Kerala,Idukki,3738.86,3.73886
2004,Kerala,Idukki,4261.05,4.26105
2005,Kerala,Idukki,4790.35,4.79035
2006,Kerala,Idukki,5456.84,5.45684
1999,Kerala,Kannur,4920.51,4.92051
2000,Kerala,Kannur,5027.68,5.02768
2001,Kerala,Kannur,5395.4,5.3954
2002,Kerala,Kannur,6026.45,6.02645
2003,Kerala,Kannur,6842.26,6.84226
2004,Kerala,Kannur,7997.93,7.99793
2005,Kerala,Kannur,9087.18,9.08718
2006,Kerala,Kannur,10405.37,10.40537
1999,Kerala,Kasargode,2254.34,2.25434
2000,Kerala,Kasargode,2170.27,2.17027
2001,Kerala,Kasargode,2391.09,2.39109
2002,Kerala,Kasargode,2667.59,2.66759
2003,Kerala,Kasargode,3210.51,3.21051
2004,Kerala,Kasargode,3579.23,3.57923
2005,Kerala,Kasargode,3953.14,3.95314
2006,Kerala,Kasargode,4519.53,4.51953
1999,Kerala,Kollam,5144.42,5.14442
2000,Kerala,Kollam,5497.1,5.4971
2001,Kerala,Kollam,5952.07,5.95207
2002,Kerala,Kollam,6470,6.47
2003,Kerala,Kollam,7149.89,7.14989
2004,Kerala,Kollam,8130.41,8.13041
2005,Kerala,Kollam,9361.33,9.36133
2006,Kerala,Kollam,10667.27,10.66727
1999,Kerala,Kottayam,4430.62,4.43062
2000,Kerala,Kottayam,4790.51,4.79051
2001,Kerala,Kottayam,5099.51,5.09951
2002,Kerala,Kottayam,5877.88,5.87788
2003,Kerala,Kottayam,6572.95,6.57295
2004,Kerala,Kottayam,7545.21,7.54521
2005,Kerala,Kottayam,8635.37,8.63537
2006,Kerala,Kottayam,9879.9,9.8799
1999,Kerala,Kozhikode,6111.7,6.1117
2000,Kerala,Kozhikode,6214.31,6.21431
2001,Kerala,Kozhikode,6758.69,6.75869
2002,Kerala,Kozhikode,7508.18,7.50818
2003,Kerala,Kozhikode,8547.08,8.54708
2004,Kerala,Kozhikode,9568.66,9.56866
2005,Kerala,Kozhikode,10850.58,10.85058
2006,Kerala,Kozhikode,12418.2,12.4182
1999,Kerala,Malappuram,5610.17,5.61017
2000,Kerala,Malappuram,5585.41,5.58541
2001,Kerala,Malappuram,6039.62,6.03962
2002,Kerala,Malappuram,7040.57,7.04057
2003,Kerala,Malappuram,7788.05,7.78805
2004,Kerala,Malappuram,8734.41,8.73441
2005,Kerala,Malappuram,9812.95,9.81295
2006,Kerala,Malappuram,11210.03,11.21003
1999,Kerala,Palakkad,5232.39,5.23239
2000,Kerala,Palakkad,5604.33,5.60433
2001,Kerala,Palakkad,6043.59,6.04359
2002,Kerala,Palakkad,6752.76,6.75276
2003,Kerala,Palakkad,7406.51,7.40651
2004,Kerala,Palakkad,8545.08,8.54508
2005,Kerala,Palakkad,9368.93,9.36893
2006,Kerala,Palakkad,10746.77,10.74677
1999,Kerala,Pathanamthitta,2716.95,2.71695
2000,Kerala,Pathanamthitta,2903.15,2.90315
2001,Kerala,Pathanamthitta,3175.5,3.1755
2002,Kerala,Pathanamthitta,3541.23,3.54123
2003,Kerala,Pathanamthitta,3916.66,3.91666
2004,Kerala,Pathanamthitta,4388.23,4.38823
2005,Kerala,Pathanamthitta,4959.69,4.95969
2006,Kerala,Pathanamthitta,5657.85,5.65785
1999,Kerala,TIRUVANTHAPURAM (CAPITAL),7344.3,7.3443
2000,Kerala,TIRUVANTHAPURAM (CAPITAL),7812.72,7.81272
2001,Kerala,TIRUVANTHAPURAM (CAPITAL),8405.99,8.40599
2002,Kerala,TIRUVANTHAPURAM (CAPITAL),9338.37,9.33837
2003,Kerala,TIRUVANTHAPURAM (CAPITAL),10354.6,10.3546
2004,Kerala,TIRUVANTHAPURAM (CAPITAL),11958.23,11.95823
2005,Kerala,TIRUVANTHAPURAM (CAPITAL),13396.49,13.39649
2006,Kerala,TIRUVANTHAPURAM (CAPITAL),15376.66,15.37666
1999,Kerala,Thrissur,6664.93,6.66493
2000,Kerala,Thrissur,6992.07,6.99207
2001,Kerala,Thrissur,7584.14,7.58414
2002,Kerala,Thrissur,8403.95,8.40395
2003,Kerala,Thrissur,9362.82,9.36282
2004,Kerala,Thrissur,10581.76,10.58176
2005,Kerala,Thrissur,11937.53,11.93753
2006,Kerala,Thrissur,13663.3,13.6633
1999,Kerala,Wyanad,1683.49,1.68349
2000,Kerala,Wyanad,1782.58,1.78258
2001,Kerala,Wyanad,1574.87,1.57487
2002,Kerala,Wyanad,1707.2,1.7072
2003,Kerala,Wyanad,1963.46,1.96346
2004,Kerala,Wyanad,2582.43,2.58243
2005,Kerala,Wyanad,2820.82,2.82082
2006,Kerala,Wyanad,3224.19,3.22419
1999,Maharashtra,Ahmednagar,7680.38,7.68038
2000,Maharashtra,Ahmednagar,7627.41,7.62741
2001,Maharashtra,Ahmednagar,8225.56,8.22556
2002,Maharashtra,Ahmednagar,9122.31,9.12231
2003,Maharashtra,Ahmednagar,10206.15,10.20615
2004,Maharashtra,Ahmednagar,11478.18,11.47818
2005,Maharashtra,Ahmednagar,14105.09,14.10509
2006,Maharashtra,Ahmednagar,17133.58,17.13358
2007,Maharashtra,Ahmednagar,20284,20.284
1999,Maharashtra,Akola,2970.06,2.97006
2000,Maharashtra,Akola,3096.8,3.0968
2001,Maharashtra,Akola,3209.03,3.20903
2002,Maharashtra,Akola,3746.99,3.74699
2003,Maharashtra,Akola,3988.53,3.98853
2004,Maharashtra,Akola,4041.22,4.04122
2005,Maharashtra,Akola,4588.93,4.58893
2006,Maharashtra,Akola,5713.54,5.71354
2007,Maharashtra,Akola,6878,6.878
1999,Maharashtra,Amravati,4979.45,4.97945
2000,Maharashtra,Amravati,4947.75,4.94775
2001,Maharashtra,Amravati,5238.75,5.23875
2002,Maharashtra,Amravati,5215.68,5.21568
2003,Maharashtra,Amravati,5809.61,5.80961
2004,Maharashtra,Amravati,5970.52,5.97052
2005,Maharashtra,Amravati,7119.32,7.11932
2006,Maharashtra,Amravati,7975.85,7.97585
2007,Maharashtra,Amravati,10074,10.074
1999,Maharashtra,Aurangabad,6908.85,6.90885
2000,Maharashtra,Aurangabad,6879.68,6.87968
2001,Maharashtra,Aurangabad,6837.94,6.83794
2002,Maharashtra,Aurangabad,7632.09,7.63209
2003,Maharashtra,Aurangabad,8393.39,8.39339
2004,Maharashtra,Aurangabad,10212.48,10.21248
2005,Maharashtra,Aurangabad,11303.46,11.30346
2006,Maharashtra,Aurangabad,13255.96,13.25596
2007,Maharashtra,Aurangabad,15959,15.959
1999,Maharashtra,Beed,3369.15,3.36915
2000,Maharashtra,Beed,3525.86,3.52586
2001,Maharashtra,Beed,3637.44,3.63744
2002,Maharashtra,Beed,3862.9,3.8629
2003,Maharashtra,Beed,4073.7,4.0737
2004,Maharashtra,Beed,4556.95,4.55695
2005,Maharashtra,Beed,5707.73,5.70773
2006,Maharashtra,Beed,6727.84,6.72784
2007,Maharashtra,Beed,8175,8.175
1999,Maharashtra,Bhandara,2038.28,2.03828
2000,Maharashtra,Bhandara,2142.02,2.14202
2001,Maharashtra,Bhandara,2318.73,2.31873
2002,Maharashtra,Bhandara,2671.04,2.67104
2003,Maharashtra,Bhandara,2993.37,2.99337
2004,Maharashtra,Bhandara,3187.22,3.18722
2005,Maharashtra,Bhandara,3784.22,3.78422
2006,Maharashtra,Bhandara,4296.06,4.29606
2007,Maharashtra,Bhandara,5322,5.322
1999,Maharashtra,Buldhana,2980.02,2.98002
2000,Maharashtra,Buldhana,2745.87,2.74587
2001,Maharashtra,Buldhana,3206.3,3.2063
2002,Maharashtra,Buldhana,3576,3.576
2003,Maharashtra,Buldhana,3930.48,3.93048
2004,Maharashtra,Buldhana,3976.06,3.97606
2005,Maharashtra,Buldhana,4850.99,4.85099
2006,Maharashtra,Buldhana,5719.3,5.7193
2007,Maharashtra,Buldhana,7378,7.378
1999,Maharashtra,Chandrapur,4801.13,4.80113
2000,Maharashtra,Chandrapur,4836.4,4.8364
2001,Maharashtra,Chandrapur,5551.14,5.55114
2002,Maharashtra,Chandrapur,5796.34,5.79634
2003,Maharashtra,Chandrapur,6628.23,6.62823
2004,Maharashtra,Chandrapur,7161.12,7.16112
2005,Maharashtra,Chandrapur,8424,8.424
2006,Maharashtra,Chandrapur,9489.21,9.48921
2007,Maharashtra,Chandrapur,10519,10.519
1999,Maharashtra,Dhule,2578.11,2.57811
2000,Maharashtra,Dhule,2655.19,2.65519
2001,Maharashtra,Dhule,3123.98,3.12398
2002,Maharashtra,Dhule,3266.82,3.26682
2003,Maharashtra,Dhule,3776.76,3.77676
2004,Maharashtra,Dhule,3975.7,3.9757
2005,Maharashtra,Dhule,4578.26,4.57826
2006,Maharashtra,Dhule,5362.38,5.36238
2007,Maharashtra,Dhule,6584,6.584
1999,Maharashtra,Gadchiroli,1437.87,1.43787
2000,Maharashtra,Gadchiroli,1330.59,1.33059
2001,Maharashtra,Gadchiroli,1516.79,1.51679
2002,Maharashtra,Gadchiroli,1463.38,1.46338
2003,Maharashtra,Gadchiroli,1608.44,1.60844
2004,Maharashtra,Gadchiroli,1549.5,1.5495
2005,Maharashtra,Gadchiroli,1991,1.991
2006,Maharashtra,Gadchiroli,2622.48,2.62248
2007,Maharashtra,Gadchiroli,2773,2.773
1999,Maharashtra,Gondia,1950.53,1.95053
2000,Maharashtra,Gondia,2138.33,2.13833
2001,Maharashtra,Gondia,2268.77,2.26877
2002,Maharashtra,Gondia,2309.92,2.30992
2003,Maharashtra,Gondia,2526.19,2.52619
2004,Maharashtra,Gondia,2507.38,2.50738
2005,Maharashtra,Gondia,3478.78,3.47878
2006,Maharashtra,Gondia,3913.47,3.91347
2007,Maharashtra,Gondia,4894,4.894
1999,Maharashtra,Hingoli,1060.21,1.06021
2000,Maharashtra,Hingoli,1250.34,1.25034
2001,Maharashtra,Hingoli,1437.76,1.43776
2002,Maharashtra,Hingoli,1523.69,1.52369
2003,Maharashtra,Hingoli,1830.19,1.83019
2004,Maharashtra,Hingoli,1687.15,1.68715
2005,Maharashtra,Hingoli,2264.69,2.26469
2006,Maharashtra,Hingoli,2634.96,2.63496
2007,Maharashtra,Hingoli,3514,3.514
1999,Maharashtra,Jalna,2127.52,2.12752
2000,Maharashtra,Jalna,2085.56,2.08556
2001,Maharashtra,Jalna,2355.62,2.35562
2002,Maharashtra,Jalna,2715.92,2.71592
2003,Maharashtra,Jalna,2697.7,2.6977
2004,Maharashtra,Jalna,2830.5,2.8305
2005,Maharashtra,Jalna,3804.43,3.80443
2006,Maharashtra,Jalna,4516.88,4.51688
2007,Maharashtra,Jalna,5557,5.557
1999,Maharashtra,Jalgaon,7401.26,7.40126
2000,Maharashtra,Jalgaon,6895.56,6.89556
2001,Maharashtra,Jalgaon,7820.48,7.82048
2002,Maharashtra,Jalgaon,8388.98,8.38898
2003,Maharashtra,Jalgaon,9300.77,9.30077
2004,Maharashtra,Jalgaon,10150.29,10.15029
2005,Maharashtra,Jalgaon,12642.45,12.64245
2006,Maharashtra,Jalgaon,14587.11,14.58711
2007,Maharashtra,Jalgaon,17201,17.201
1999,Maharashtra,Kolhapur,9108.22,9.10822
2000,Maharashtra,Kolhapur,9339.52,9.33952
2001,Maharashtra,Kolhapur,10136.16,10.13616
2002,Maharashtra,Kolhapur,10688.93,10.68893
2003,Maharashtra,Kolhapur,11549.49,11.54949
2004,Maharashtra,Kolhapur,12885.42,12.88542
2005,Maharashtra,Kolhapur,16148.47,16.14847
2006,Maharashtra,Kolhapur,18748.64,18.74864
2007,Maharashtra,Kolhapur,21971,21.971
1999,Maharashtra,Latur,2719.44,2.71944
2000,Maharashtra,Latur,2777.36,2.77736
2001,Maharashtra,Latur,2975.96,2.97596
2002,Maharashtra,Latur,3192.47,3.19247
2003,Maharashtra,Latur,3623.02,3.62302
2004,Maharashtra,Latur,3815.58,3.81558
2005,Maharashtra,Latur,5066.31,5.06631
2006,Maharashtra,Latur,5532.8,5.5328
2007,Maharashtra,Latur,7390,7.39
1999,Maharashtra,Mumbai,54374.09,54.37409
2000,Maharashtra,Mumbai,53316.92,53.31692
2001,Maharashtra,Mumbai,60496.81,60.49681
2002,Maharashtra,Mumbai,66855.1,66.8551
2003,Maharashtra,Mumbai,78640.63,78.64063
2004,Maharashtra,Mumbai,91195.01,91.19501
2005,Maharashtra,Mumbai,92919.28,92.91928
2006,Maharashtra,Mumbai,108425.6,108.4256
2007,Maharashtra,Mumbai,130277,130.277
1999,Maharashtra,Nagpur,11122.14,11.12214
2000,Maharashtra,Nagpur,11147.69,11.14769
2001,Maharashtra,Nagpur,12122.33,12.12233
2002,Maharashtra,Nagpur,13526.93,13.52693
2003,Maharashtra,Nagpur,15393.31,15.39331
2004,Maharashtra,Nagpur,17170,17.17
2005,Maharashtra,Nagpur,20422.95,20.42295
2006,Maharashtra,Nagpur,23529.38,23.52938
2007,Maharashtra,Nagpur,28183,28.183
1999,Maharashtra,Nanded,3830.07,3.83007
2000,Maharashtra,Nanded,3710.95,3.71095
2001,Maharashtra,Nanded,4141.23,4.14123
2002,Maharashtra,Nanded,4561.67,4.56167
2003,Maharashtra,Nanded,4933.94,4.93394
2004,Maharashtra,Nanded,5268.47,5.26847
2005,Maharashtra,Nanded,6334.23,6.33423
2006,Maharashtra,Nanded,7351.91,7.35191
2007,Maharashtra,Nanded,8963,8.963
1999,Maharashtra,Nandhurbar,1591.49,1.59149
2000,Maharashtra,Nandhurbar,1773.87,1.77387
2001,Maharashtra,Nandhurbar,2001.22,2.00122
2002,Maharashtra,Nandhurbar,2005.97,2.00597
2003,Maharashtra,Nandhurbar,2829.9,2.8299
2004,Maharashtra,Nandhurbar,3074.93,3.07493
2005,Maharashtra,Nandhurbar,3953.1,3.9531
2006,Maharashtra,Nandhurbar,4387.69,4.38769
2007,Maharashtra,Nandhurbar,5136,5.136
1999,Maharashtra,Nashik,12422.13,12.42213
2000,Maharashtra,Nashik,13293.3,13.2933
2001,Maharashtra,Nashik,14899.8,14.8998
2002,Maharashtra,Nashik,16006.49,16.00649
2003,Maharashtra,Nashik,18605.15,18.60515
2004,Maharashtra,Nashik,22042.28,22.04228
2005,Maharashtra,Nashik,25272.93,25.27293
2006,Maharashtra,Nashik,28938.45,28.93845
2007,Maharashtra,Nashik,32893,32.893
1999,Maharashtra,Osmanabad,2039.51,2.03951
2000,Maharashtra,Osmanabad,2125.37,2.12537
2001,Maharashtra,Osmanabad,2188.27,2.18827
2002,Maharashtra,Osmanabad,2387.05,2.38705
2003,Maharashtra,Osmanabad,2276.59,2.27659
2004,Maharashtra,Osmanabad,2708,2.708
2005,Maharashtra,Osmanabad,3564.19,3.56419
2006,Maharashtra,Osmanabad,4226.18,4.22618
2007,Maharashtra,Osmanabad,5329,5.329
1999,Maharashtra,Parbhani,2256.53,2.25653
2000,Maharashtra,Parbhani,2240.81,2.24081
2001,Maharashtra,Parbhani,2492.11,2.49211
2002,Maharashtra,Parbhani,2798.73,2.79873
2003,Maharashtra,Parbhani,3088.72,3.08872
2004,Maharashtra,Parbhani,2985.89,2.98589
2005,Maharashtra,Parbhani,3804.75,3.80475
2006,Maharashtra,Parbhani,4589.46,4.58946
2007,Maharashtra,Parbhani,5932,5.932
1999,Maharashtra,Pune,27231.84,27.23184
2000,Maharashtra,Pune,27649.96,27.64996
2001,Maharashtra,Pune,29391.28,29.39128
2002,Maharashtra,Pune,32236.49,32.23649
2003,Maharashtra,Pune,37167.11,37.16711
2004,Maharashtra,Pune,45270.24,45.27024
2005,Maharashtra,Pune,48994.63,48.99463
2006,Maharashtra,Pune,57084.25,57.08425
2007,Maharashtra,Pune,67952,67.952
1999,Maharashtra,Raigad,8235.64,8.23564
2000,Maharashtra,Raigad,9232.31,9.23231
2001,Maharashtra,Raigad,8398.06,8.39806
2002,Maharashtra,Raigad,10331.55,10.33155
2003,Maharashtra,Raigad,11609.27,11.60927
2004,Maharashtra,Raigad,13673.68,13.67368
2005,Maharashtra,Raigad,11971.02,11.97102
2006,Maharashtra,Raigad,13848.68,13.84868
2007,Maharashtra,Raigad,16399,16.399
1999,Maharashtra,Ratnagiri,3332.47,3.33247
2000,Maharashtra,Ratnagiri,3241.23,3.24123
2001,Maharashtra,Ratnagiri,3755.97,3.75597
2002,Maharashtra,Ratnagiri,4579.56,4.57956
2003,Maharashtra,Ratnagiri,5013.27,5.01327
2004,Maharashtra,Ratnagiri,5160.52,5.16052
2005,Maharashtra,Ratnagiri,6045.25,6.04525
2006,Maharashtra,Ratnagiri,6895.96,6.89596
2007,Maharashtra,Ratnagiri,8292,8.292
1999,Maharashtra,Sangli,5915.65,5.91565
2000,Maharashtra,Sangli,6214.94,6.21494
2001,Maharashtra,Sangli,6396.31,6.39631
2002,Maharashtra,Sangli,6645.85,6.64585
2003,Maharashtra,Sangli,7030.51,7.03051
2004,Maharashtra,Sangli,7953.85,7.95385
2005,Maharashtra,Sangli,9615.39,9.61539
2006,Maharashtra,Sangli,11000.16,11.00016
2007,Maharashtra,Sangli,13005,13.005
1999,Maharashtra,Satara,6223.76,6.22376
2000,Maharashtra,Satara,6336.16,6.33616
2001,Maharashtra,Satara,6883.06,6.88306
2002,Maharashtra,Satara,7165.92,7.16592
2003,Maharashtra,Satara,8029.92,8.02992
2004,Maharashtra,Satara,8880.21,8.88021
2005,Maharashtra,Satara,11128.38,11.12838
2006,Maharashtra,Satara,12689.21,12.68921
2007,Maharashtra,Satara,14845,14.845
1999,Maharashtra,Sindhudurg,1756.36,1.75636
2000,Maharashtra,Sindhudurg,1875.79,1.87579
2001,Maharashtra,Sindhudurg,1871.52,1.87152
2002,Maharashtra,Sindhudurg,2218.63,2.21863
2003,Maharashtra,Sindhudurg,2528.52,2.52852
2004,Maharashtra,Sindhudurg,2559.2,2.5592
2005,Maharashtra,Sindhudurg,2997.56,2.99756
2006,Maharashtra,Sindhudurg,3448.53,3.44853
2007,Maharashtra,Sindhudurg,4252,4.252
1999,Maharashtra,Solapur,7064.47,7.06447
2000,Maharashtra,Solapur,7496.85,7.49685
2001,Maharashtra,Solapur,8266.14,8.26614
2002,Maharashtra,Solapur,8326.28,8.32628
2003,Maharashtra,Solapur,9446.27,9.44627
2004,Maharashtra,Solapur,10891.26,10.89126
2005,Maharashtra,Solapur,14179.79,14.17979
2006,Maharashtra,Solapur,16927.08,16.92708
2007,Maharashtra,Solapur,19318,19.318
1999,Maharashtra,Thane,28755.6,28.7556
2000,Maharashtra,Thane,30857.61,30.85761
2001,Maharashtra,Thane,32325.18,32.32518
2002,Maharashtra,Thane,36564.48,36.56448
2003,Maharashtra,Thane,41640.09,41.64009
2004,Maharashtra,Thane,48076.81,48.07681
2005,Maharashtra,Thane,54051.61,54.05161
2006,Maharashtra,Thane,62845.79,62.84579
2007,Maharashtra,Thane,76164,76.164
1999,Maharashtra,Wahim,1154.33,1.15433
2000,Maharashtra,Wahim,1203.16,1.20316
2001,Maharashtra,Wahim,1610.83,1.61083
2002,Maharashtra,Wahim,1443.25,1.44325
2003,Maharashtra,Wahim,1570.09,1.57009
2004,Maharashtra,Wahim,1708.25,1.70825
2005,Maharashtra,Wahim,2107.75,2.10775
2006,Maharashtra,Wahim,2518.75,2.51875
2007,Maharashtra,Wahim,3327,3.327
1999,Maharashtra,Wardha,2426.95,2.42695
2000,Maharashtra,Wardha,2386.52,2.38652
